"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"181","Mercedes-Benz","300-Class",1992,"regular unleaded",217,6,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",21,15,617,2248
"182","Mercedes-Benz","300-Class",1992,"regular unleaded",177,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,16,617,2065
"183","Mercedes-Benz","300-Class",1992,"diesel",148,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",22,18,617,2547
"184","Mercedes-Benz","300-Class",1992,"regular unleaded",177,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",18,15,617,2282
"185","Mercedes-Benz","300-Class",1992,"regular unleaded",158,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,18,617,2000
"186","Mercedes-Benz","300-Class",1993,"regular unleaded",177,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",19,15,617,2544
"187","Mercedes-Benz","300-Class",1993,"regular unleaded",217,6,"AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","Coupe",22,17,617,2397
"188","Mercedes-Benz","300-Class",1993,"diesel",121,5,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Midsize","Sedan",30,23,617,2000
"189","Mercedes-Benz","300-Class",1993,"regular unleaded",228,6,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",21,14,617,4174
"190","Mercedes-Benz","300-Class",1993,"regular unleaded",217,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,617,2187
"191","Mercedes-Benz","300-Class",1993,"diesel",148,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",22,18,617,2729
"192","Mercedes-Benz","300-Class",1993,"regular unleaded",177,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",19,15,617,2433
"193","Mercedes-Benz","300-Class",1993,"regular unleaded",194,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,17,617,2247
"194","Mercedes-Benz","300-Class",1993,"regular unleaded",228,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Large","Sedan",18,14,617,2540
"195","Mitsubishi","3000GT",1997,"regular unleaded",218,6,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,17,436,3941
"196","Mitsubishi","3000GT",1997,"regular unleaded",161,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,3295
"197","Mitsubishi","3000GT",1997,"regular unleaded",320,6,"MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",22,16,436,6008
"198","Mitsubishi","3000GT",1998,"regular unleaded",320,6,"MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",22,16,436,6710
"199","Mitsubishi","3000GT",1998,"regular unleaded",161,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,3701
"200","Mitsubishi","3000GT",1998,"regular unleaded",218,6,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,17,436,4671
"201","Mitsubishi","3000GT",1999,"regular unleaded",218,6,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",23,17,436,5306
"202","Mitsubishi","3000GT",1999,"regular unleaded",320,6,"MANUAL","all wheel drive",2,"Hatchback,Factory Tuner,Performance","Compact","2dr Hatchback",22,16,436,7600
"203","Mitsubishi","3000GT",1999,"regular unleaded",161,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",22,17,436,4090
"204","Chrysler","300",2015,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,37570
"205","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,31695
"206","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,38070
"207","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,44895
"208","Chrysler","300",2015,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,35070
"209","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,42395
"210","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,34195
"211","Chrysler","300",2015,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,40570
"212","Chrysler","300",2016,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38095
"213","Chrysler","300",2016,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,35595
"214","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,45190
"215","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,32260
"216","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,37755
"217","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,41055
"218","Chrysler","300",2016,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,36090
"219","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",31,19,1013,42690
"220","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,38555
"221","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",31,19,1013,35255
"222","Chrysler","300",2016,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38590
"223","Chrysler","300",2016,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,34760
"224","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,41135
"225","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,45270
"226","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38670
"227","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,38635
"228","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,36170
"229","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,38175
"230","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Sedan",30,19,1013,32340
"231","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,42770
"232","Chrysler","300",2017,"regular unleaded",292,6,"AUTOMATIC","all wheel drive",4,"N/A","Large","Sedan",27,18,1013,34840
"233","Chrysler","300",2017,"regular unleaded",300,6,"AUTOMATIC","rear wheel drive",4,"Performance","Large","Sedan",30,19,1013,35675
"234","Chrysler","300M",2002,"premium unleaded (required)",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,32065
"235","Chrysler","300M",2002,"premium unleaded (required)",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",24,16,1013,28540
"236","Chrysler","300M",2003,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32315
"237","Chrysler","300M",2003,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,28885
"238","Chrysler","300M",2004,"regular unleaded",250,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,29185
"239","Chrysler","300M",2004,"premium unleaded (required)",255,6,"AUTOMATIC","front wheel drive",4,"Performance","Large","Sedan",25,16,1013,32615
"240","Nissan","300ZX",1994,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,16,2009,2847
"241","Nissan","300ZX",1994,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,2488
"242","Nissan","300ZX",1994,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",22,16,2009,2683
"243","Nissan","300ZX",1994,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,2553
"244","Nissan","300ZX",1995,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3049
"245","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,2774
"246","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,2702
"247","Nissan","300ZX",1995,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3101
"248","Nissan","300ZX",1996,"regular unleaded",300,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,16,2009,3510
"249","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,3107
"250","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Convertible",22,17,2009,3624
"251","Nissan","300ZX",1996,"regular unleaded",222,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,17,2009,3185
"252","Mazda","323",1992,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000
"253","Mazda","323",1992,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000
"254","Mazda","323",1993,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000
"255","Mazda","323",1993,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",32,24,586,2000
"256","Mazda","323",1994,"regular unleaded",82,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",33,25,586,2000
"257","Mercedes-Benz","350-Class",1990,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2144
"258","Mercedes-Benz","350-Class",1990,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2098
"259","Mercedes-Benz","350-Class",1991,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2178
"260","Mercedes-Benz","350-Class",1991,"diesel",134,6,"AUTOMATIC","rear wheel drive",4,"Diesel,Luxury","Large","Sedan",23,19,617,2311
"261","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,36550
"262","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,41250
"263","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,30600
"264","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,37100
"265","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,27900
"266","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,32700
"267","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,40250
"268","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,35550
"269","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,36100
"270","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,33200
"271","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,37900
"272","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,29600
"273","Nissan","350Z",2007,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38070
"274","Nissan","350Z",2007,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,38900
"275","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,33840
"276","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,38630
"277","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,39630
"278","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,37740
"279","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,41980
"280","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,36280
"281","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,36740
"282","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,40980
"283","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",25,18,2009,38680
"284","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,28510
"285","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,30210
"286","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",24,17,2009,31210
"287","Nissan","350Z",2008,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",25,18,2009,33340
"288","Nissan","350Z",2008,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,37280
"289","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,41570
"290","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,36870
"291","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,42570
"292","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,37870
"293","Nissan","350Z",2009,"regular unleaded",306,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,39220
"294","Nissan","350Z",2009,"regular unleaded",306,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",23,17,2009,40220
"295","Ferrari","360",2002,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,160829
"296","Ferrari","360",2002,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,140615
"297","Ferrari","360",2002,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,150694
"298","Ferrari","360",2002,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,170829
"299","Ferrari","360",2003,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,165986
"300","Ferrari","360",2003,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,154090
"301","Ferrari","360",2003,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,143860
"302","Ferrari","360",2003,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,176287
"303","Ferrari","360",2004,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,157767
"304","Ferrari","360",2004,"premium unleaded (required)",425,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,High-Performance","Compact","Coupe",15,10,2774,187124
"305","Ferrari","360",2004,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",15,10,2774,147332
"306","Ferrari","360",2004,"premium unleaded (required)",400,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,169900
"307","Ferrari","360",2004,"premium unleaded (required)",400,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",15,10,2774,180408
"308","Nissan","370Z",2015,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,High-Performance","Compact","Coupe",26,19,2009,46790
"309","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Convertible",24,17,2009,48100
"310","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,29990
"311","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,41820
"312","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,31290
"313","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Coupe",26,19,2009,34870
"314","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,33570
"315","Nissan","370Z",2015,"premium unleaded (required)",332,6,"AUTOMATIC","rear wheel drive",2,"High-Performance","Compact","Convertible",25,18,2009,46570
"316","Nissan","370Z",2015,"premium unleaded (required)",332,6,"MANUAL","rear wheel drive",2,"High-Performance","Compact","Coupe",26,18,2009,37970
